Date,Open,High,Low,Close,Volume,Adj Close
8/1/2005,5282.299805,5386.399902,5228.100098,5296.899902,1300313700,5296.899902
7/1/2005,5113.200195,5308.600098,5022.100098,5282.299805,1791884100,5282.299805
6/1/2005,4964,5138.200195,4964,5113.200195,1585016100,5113.200195
5/2/2005,4801.700195,5004.299805,4801.700195,4964,1467023800,4964
4/1/2005,4894.399902,4994.100098,4773.700195,4801.700195,1626241200,4801.700195
3/1/2005,4968.5,5042,4886.5,4894.399902,1585113200,4894.399902
2/1/2005,4852.299805,5077.799805,4852.299805,4968.5,1740831400,4968.5
1/3/2005,4814.299805,4879.5,4765.399902,4852.299805,1562173300,4852.299805
12/1/2004,4703.200195,4826.200195,4675,4814.299805,1243751800,4814.299805
11/1/2004,4624.200195,4823.799805,4624.200195,4703.200195,1612737500,4703.200195
10/1/2004,4570.799805,4732.899902,4551.600098,4624.200195,1642458600,4624.200195
9/1/2004,4459.299805,4630.700195,4459.299805,4570.799805,1713718700,4570.799805
8/2/2004,4413.100098,4490.100098,4283,4459.299805,1370630900,4459.299805
7/1/2004,4464.100098,4487.899902,4283.200195,4413.100098,1644822500,4413.100098
6/1/2004,4430.700195,4535.100098,4400.700195,4464.100098,1616433300,4464.100098
5/3/2004,4489.700195,4573.700195,4363,4430.700195,1559020400,4430.700195
4/1/2004,4385.700195,4601.600098,4385.100098,4489.700195,1562558600,4489.700195
3/1/2004,4492.200195,4566.200195,4291.299805,4385.700195,1927805000,4385.700195
2/2/2004,4390.700195,4556.899902,4357.399902,4492.200195,2115330600,4492.200195
1/1/2004,4476.899902,4531.399902,4390.700195,4390.700195,1909817700,4390.700195
12/1/2003,4342.600098,4491.799805,4312.5,4476.899902,1314203700,4476.899902
11/3/2003,4287.600098,4423.600098,4270.5,4342.600098,1803765400,4342.600098
10/1/2003,4091.300049,4393.799805,4091.300049,4287.600098,1839532000,4287.600098
9/1/2003,4161.100098,4329.600098,4081.800049,4091.300049,1938065100,4091.300049
8/1/2003,4157,4286.899902,4044.899902,4161.100098,1492636200,4161.100098
7/1/2003,4031.199951,4183,3951.5,4157,1663719900,4157
6/2/2003,4048.100098,4218.799805,4021.600098,4031.199951,1697249500,4031.199951
5/1/2003,3926,4096,3875.300049,4048.100098,1521261200,4048.100098
4/1/2003,3613.300049,3997.300049,3612.300049,3926,1407402900,3926
3/3/2003,3655.600098,3881.699951,3277.5,3613.300049,1838919400,3613.300049
2/3/2003,3567.399902,3747,3535.100098,3655.600098,1744461400,3655.600098
1/1/2003,3940.399902,4027.600098,3391.5,3567.399902,1750255500,3567.399902
12/2/2002,4169.399902,4218.600098,3803.399902,3940.399902,1160942200,3940.399902
11/1/2002,4039.699951,4224.799805,3953.300049,4169.399902,2012520700,4169.399902
10/1/2002,3721.800049,4197.5,3663.399902,4039.699951,1667947100,4039.699951
9/2/2002,4227.299805,4246.399902,3609.899902,3721.800049,1796469600,3721.800049
8/1/2002,4246.200195,4466.399902,3900.699951,4227.299805,1368398700,4227.299805
7/1/2002,4656.399902,4708.700195,3625.899902,4246.200195,2023311400,4246.200195
6/3/2002,5085.100098,5085.100098,4442.899902,4656.399902,1638563900,4656.399902
5/1/2002,5165.600098,5282.200195,5016.899902,5085.100098,1534479000,5085.100098
4/1/2002,5271.799805,5292.299805,5116,5165.600098,1502967200,5165.600098
3/1/2002,5101,5331.600098,5101,5271.799805,1274592000,5271.799805
2/1/2002,5164.799805,5238,5015.5,5101,1504893600,5101
1/1/2002,5217.399902,5362.299805,5052.799805,5164.799805,1237446400,5164.799805
12/3/2001,5203.600098,5411.200195,5032.299805,5217.399902,928084700,5217.399902
11/1/2001,5039.700195,5383.200195,4988.299805,5203.600098,1478915100,5203.600098
10/1/2001,4903.399902,5279.799805,4730.700195,5039.700195,1341042800,5039.700195
9/3/2001,5345,5379.600098,4219.799805,4903.399902,1775458900,4903.399902
8/1/2001,5529.100098,5644.200195,5286.700195,5345,1124828200,5345
7/2/2001,5642.5,5726.100098,5260.5,5529.100098,1293173600,5529.100098
6/1/2001,5796.100098,5981.799805,5519.600098,5642.5,1331371700,5642.5
5/1/2001,5966.899902,5993.700195,5690.5,5796.200195,1179039300,5796.200195
4/2/2001,5633.700195,5995.399902,5354.299805,5967,1139133000,5967
3/1/2001,5917.899902,6050.399902,5279.600098,5633.700195,1313633500,5633.700195
2/1/2001,6297.5,6309.899902,5901.700195,5917.899902,1258965000,5917.899902
1/1/2001,6222.5,6360.299805,6029.299805,6297.5,1282799300,6297.5
12/1/2000,6142.200195,6421.5,6083.700195,6222.5,788635800,6222.5
11/1/2000,6438.399902,6514.700195,6070,6142.200195,980904000,6142.200195
10/2/2000,6294.200195,6475.799805,6017.200195,6438.399902,986389700,6438.399902
9/1/2000,6672.700195,6838.600098,6075.100098,6294.200195,1030811700,6294.200195
8/1/2000,6365.299805,6675.700195,6296.399902,6672.700195,888982800,6672.700195
7/3/2000,6312.700195,6545.100098,6274.899902,6365.299805,828839000,6365.299805
6/1/2000,6359.299805,6635.700195,6221,6312.700195,844691600,6312.700195
5/1/2000,6327.399902,6419.899902,5991.899902,6359.399902,886764100,6359.399902
4/3/2000,6540.200195,6586.299805,5915.200195,6327.399902,941768300,6327.399902
3/1/2000,6232.600098,6770.399902,6232.600098,6540.200195,1109518000,6540.200195
2/1/2000,6268.5,6450.899902,5972.700195,6232.600098,1647134200,6232.600098
1/3/2000,6930.200195,6930.200195,6246.799805,6268.5,860728400,6268.5
12/1/1999,6597.200195,6950.600098,6575.299805,6930.200195,501276700,6930.200195
11/1/1999,6255.700195,6759.299805,6231,6597.200195,803412300,6597.200195
10/1/1999,6029.799805,6279.299805,5798.299805,6255.700195,662151700,6255.700195
9/1/1999,6251.100098,6388.399902,5868.399902,6029.799805,556083900,6029.799805
8/2/1999,6228.399902,6434.399902,5976.200195,6246.399902,477060300,6246.399902
7/1/1999,6372.100098,6649.5,6092.100098,6231.899902,564573400,6231.899902
6/1/1999,6231,6613.600098,6227.5,6318.5,557464800,6318.5
5/3/1999,6552.200195,6663.799805,6110.100098,6226.200195,495408400,6226.200195
4/1/1999,6283.100098,6635.899902,6280.200195,6552.200195,538524200,6552.200195
3/1/1999,6177.5,6365.399902,5968.299805,6295.299805,597751800,6295.299805
2/1/1999,5926,6319.799805,5697.700195,6175.100098,576057900,6175.100098
1/1/1999,5882.600098,6195.600098,5736.799805,5896,636201500,5896
12/1/1998,5723.299805,5970.100098,5377.200195,5882.600098,0,5882.600098
11/2/1998,5454.299805,5881.700195,5359.5,5743.899902,0,5743.899902
10/1/1998,5024.799805,5455.200195,4599.200195,5438.399902,0,5438.399902
9/1/1998,5139.5,5399.799805,4899.600098,5064.399902,0,5064.399902
8/3/1998,5832.200195,5832.200195,5108.700195,5249.399902,0,5249.399902
7/1/1998,5840.600098,6183.700195,5782.200195,5837.100098,0,5837.100098
6/1/1998,5870.700195,6049.600098,5646.100098,5832.600098,0,5832.600098
5/1/1998,5932.700195,6064.600098,5794.5,5870.700195,0,5870.700195
4/1/1998,5930.899902,6150.5,5699.899902,5928.399902,0,5928.399902
3/2/1998,5767.299805,6105.799805,5629.100098,5932.200195,0,5932.200195
2/2/1998,5589.899902,5821.799805,5530.799805,5767.299805,0,5767.299805
1/1/1998,5135.5,5458.5,4988.299805,5458.5,0,5458.5
12/1/1997,4871.700195,5247.600098,4859.799805,5135.5,0,5135.5
11/3/1997,4877,4985.799805,4680.399902,4831.799805,0,4831.799805
10/1/1997,5241.399902,5367.299805,4382.799805,4842.299805,0,4842.299805
9/1/1997,4816.600098,5269.200195,4795.299805,5244.200195,0,5244.200195
8/1/1997,4914.600098,5095.299805,4779.299805,4817.5,0,4817.5
7/1/1997,4606,4998.100098,4597.100098,4907.5,0,4907.5
6/2/1997,4644.700195,4796,4524.200195,4604.600098,0,4604.600098
5/1/1997,4435.899902,4723.700195,4423.600098,4621.299805,0,4621.299805
4/1/1997,4205.100098,4466.5,4200.5,4436,0,4436
3/3/1997,4293.399902,4466.299805,4214.299805,4312.899902,0,4312.899902
2/3/1997,4272.299805,4362.399902,4252.799805,4308.299805,0,4308.299805
1/1/1997,4118.5,4275.799805,4036.899902,4275.799805,0,4275.799805
12/2/1996,4055.899902,4123.200195,3882.699951,4118.5,0,4118.5
11/1/1996,3982.699951,4094.399902,3896.5,4058,0,4058
10/1/1996,3954.699951,4073.199951,3951.899902,3979.100098,0,3979.100098
9/2/1996,3873.699951,3994.100098,3835.800049,3953.699951,0,3953.699951
8/1/1996,3709.300049,3922.100098,3697.699951,3867.600098,0,3867.600098
7/1/1996,3710.399902,3790,3612.600098,3703.199951,0,3703.199951
6/3/1996,3737,3774.699951,3671.600098,3711,0,3711
5/1/1996,3816.899902,3829.399902,3707.300049,3747.800049,0,3747.800049
4/1/1996,3692.100098,3858.899902,3692.100098,3817.899902,0,3817.899902
3/1/1996,3729.5,3792.5,3629.100098,3699.699951,0,3699.699951
2/1/1996,3753.300049,3791.600098,3688.699951,3727.600098,0,3727.600098
1/1/1996,3689.300049,3767.399902,3645.300049,3759.300049,0,3759.300049
12/1/1995,3654,3690.600098,3558.5,3689.300049,0,3689.300049
11/1/1995,3517.5,3671,3493,3664.300049,0,3664.300049
10/2/1995,3510.600098,3598,3442.5,3529.100098,0,3529.100098
9/1/1995,3484.699951,3587,3474.600098,3508.199951,0,3508.199951
8/1/1995,3458.699951,3540.699951,3433.399902,3477.800049,0,3477.800049
7/3/1995,3310.199951,3487.800049,3300.399902,3463.300049,0,3463.300049
6/1/1995,3352.300049,3404.199951,3265.5,3314.600098,0,3314.600098
5/1/1995,3212.800049,3360.800049,3211.199951,3319.399902,0,3319.399902
4/3/1995,3134.199951,3241.5,3129.5,3216.699951,0,3216.699951
3/1/1995,3020,3185.600098,2958.600098,3137.899902,0,3137.899902
2/1/1995,3001.800049,3114.600098,2998.199951,3009.300049,0,3009.300049
1/2/1995,3065.5,3084.399902,2949.399902,2991.600098,0,2991.600098
12/1/1994,3079.600098,3109.699951,2938.800049,3065.5,0,3065.5
11/1/1994,3081.5,3168.100098,3010.100098,3081.399902,0,3081.399902
10/3/1994,3024.300049,3151.199951,2950.199951,3097.399902,0,3097.399902
9/1/1994,3243.600098,3253.399902,2986,3026.300049,0,3026.300049
8/1/1994,3077.800049,3280,3075.800049,3251.300049,0,3251.300049
7/1/1994,2914.100098,3132.800049,2906.199951,3082.600098,0,3082.600098
6/1/1994,2984.199951,3059.199951,2844.699951,2919.199951,0,2919.199951
5/2/1994,3125.300049,3157.5,2925,2970.5,0,2970.5
4/1/1994,3086.399902,3191.399902,3047,3125.300049,0,3125.300049
3/1/1994,3322.899902,3328.800049,3061.899902,3086.399902,0,3086.399902
2/1/1994,3511.399902,3539.199951,3243.399902,3328.100098,0,3328.100098
1/3/1994,3418.399902,3496.100098,3355.300049,3491.800049,0,3491.800049
12/1/1993,3197,3480.800049,3190.300049,3418.399902,0,3418.399902
11/1/1993,3170.699951,3176.199951,3050.600098,3166.899902,0,3166.899902
10/1/1993,3039,3199.199951,3026.800049,3171,0,3171
9/1/1993,3099.5,3099.5,2975,3037.5,0,3037.5
8/2/1993,2920,3115.100098,2919.5,3100,0,3100
7/1/1993,2901.5,2939.5,2801.199951,2926.5,0,2926.5
6/1/1993,2836.100098,2917.199951,2829.800049,2900,0,2900
5/3/1993,2813.100098,2869.199951,2772.199951,2840.699951,0,2840.699951
4/1/1993,2871.300049,2897.5,2773.699951,2813.100098,0,2813.100098
3/1/1993,2861.899902,2980.899902,2833,2878.699951,0,2878.699951
2/1/1993,2821.899902,2900.100098,2794.199951,2868,0,2868
1/1/1993,2846.5,2870.199951,2727.600098,2807.199951,0,2807.199951
12/1/1992,2772,2848.899902,2704.199951,2846.5,0,2846.5
11/2/1992,2657.100098,2784.100098,2649.100098,2778.800049,0,2778.800049
10/1/1992,2558.399902,2681.899902,2446.100098,2658.300049,0,2658.300049
9/1/1992,2313,2657.300049,2282.399902,2553,0,2553
8/3/1992,2390.800049,2434.800049,2260.600098,2312.600098,0,2312.600098
7/1/1992,2525.600098,2529.399902,2347.399902,2399.600098,0,2399.600098
6/1/1992,2697.699951,2717.399902,2502.199951,2521.199951,0,2521.199951
5/1/1992,2660.100098,2744.5,2650.5,2707.600098,0,2707.600098
4/1/1992,2384.100098,2673.5,2374.100098,2654.100098,0,2654.100098
3/2/1992,2552.199951,2574.800049,2427.899902,2440.100098,0,2440.100098
2/3/1992,2563.699951,2572.800049,2500.600098,2562.100098,0,2562.100098
1/1/1992,2493.100098,2580.199951,2441.300049,2571.199951,0,2571.199951
12/2/1991,2412.399902,2494,2327,2493.100098,0,2493.100098
11/1/1991,2559,2580.300049,2405.600098,2420.199951,0,2420.199951
10/1/1991,2643.399902,2649.899902,2511.899902,2566,0,2566
9/2/1991,2653.899902,2683.699951,2564.5,2621.699951,0,2621.699951
8/1/1991,2586.199951,2648.199951,2495.699951,2645.699951,0,2645.699951
7/1/1991,2416.899902,2612.399902,2416.899902,2588.800049,0,2588.800049
6/3/1991,2497.699951,2543,2414.699951,2414.800049,0,2414.800049
5/1/1991,2487.399902,2554.899902,2444.600098,2499.5,0,2499.5
4/1/1991,2456.5,2555.300049,2438.600098,2486.199951,0,2486.199951
3/1/1991,2374.899902,2527.100098,2368.399902,2456.5,0,2456.5
2/1/1991,2168.5,2388.399902,2155.600098,2380.899902,0,2380.899902
1/1/1991,2143.5,2182.100098,2052.300049,2170.300049,0,2170.300049
